district_id,district_name,state,development_index,population_lakhs,rural_pct,literacy_rate,female_literacy_rate,sc_st_pct,bpl_pct,agricultural_hh_pct,avg_landholding_ha,internet_penetration,health_facilities_per_lakh,pmkisan_eligible,pmkisan_enrolled,pmkisan_uptake_rate,pmkisan_gap_count,ab_eligible,ab_enrolled,ab_uptake_rate,ab_gap_count,combined_gap_score,pmkisan_gap_tier,ab_gap_tier,pmkisan_gap_rate,ab_gap_rate,priority_score,digital_access_index,gender_literacy_gap,log_population,state_avg_pmkisan_uptake,state_avg_ab_uptake,state_total_pmkisan_gap,state_total_ab_gap,pmkisan_residual,ab_residual,pmkisan_std_residual,pmkisan_anomalous,ab_std_residual,ab_anomalous,dual_anomalous,cluster_id,district_segment,pca_1,pca_2,recommended_intervention
D0034,UTT_Dist_34,Uttar Pradesh,0.4136,94.97,0.7874,0.7053,0.5506,0.2996,0.3074,0.7651,1.626,0.3313,8.0,726567,432454,0.5952,294113,262709,126997,0.4834,135712,0.4607,High,High,0.4048,0.5166,0.4167,0.4809,0.1547,4.564,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.06561686831696456,-0.1367560787337026,-1.1558835968558197,False,-2.2622703542291696,True,False,2,Critical Priority,3.815447364396702,0.9670684388047238,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0035,UTT_Dist_35,Uttar Pradesh,0.3784,31.95,0.8377,0.6634,0.517,0.2984,0.3974,0.7352,1.607,0.339,7.57,234889,149030,0.6345,85859,114278,69503,0.6082,44775,0.3787,Moderate,Moderate,0.3655,0.3918,0.3133,0.4688,0.1464,3.495,0.6442813333333334,0.6424413333333333,8250549,4592090,0.002182976176422158,0.01217718329189188,0.03845453797698934,False,0.2014395339080735,False,False,2,Critical Priority,3.0784589025571147,0.6153350580100405,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0036,UTT_Dist_36,Uttar Pradesh,0.4898,40.24,0.6687,0.5839,0.4238,0.2713,0.313,0.5026,1.217,0.3461,17.66,202238,125152,0.6188,77086,113332,82476,0.7277,30856,0.3267,Moderate,Moderate,0.3812,0.2723,0.2598,0.4412,0.1601,3.7194,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.05162226806488279,0.03012328359431915,-0.9093596573439463,False,0.49831065703565647,False,False,1,Low Coverage,0.8974059237421788,0.1207547688340859,Increase enrollment drives and improve local service access
D0037,UTT_Dist_37,Uttar Pradesh,0.3576,59.77,0.7163,0.5633,0.4176,0.2239,0.3988,0.449,1.349,0.2649,15.77,268383,173534,0.6466,94849,214523,127079,0.5924,87444,0.3805,Moderate,High,0.3534,0.4075999999999999,0.3313,0.3843,0.1457,4.1071,0.6442813333333334,0.6424413333333333,8250549,4592090,0.01486141355485826,-0.06344266036770929,0.26179341676502177,False,-1.0494922863560585,False,False,2,Critical Priority,2.882813965847236,0.3288240570380366,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0038,UTT_Dist_38,Uttar Pradesh,0.3411,62.29,0.6868,0.6383,0.5086,0.2129,0.5452,0.6795,1.237,0.1474,12.76,423251,317802,0.7509,105449,305619,206421,0.6754,99198,0.2869,Low,Moderate,0.2491,0.3246,0.3451,0.3438,0.1297,4.1477,0.6442813333333334,0.6424413333333333,8250549,4592090,0.13940417301256147,0.058679230305058394,2.455694717706108,False,0.9706938394054757,False,False,2,Critical Priority,2.511809323074177,0.6242901153848018,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0039,UTT_Dist_39,Uttar Pradesh,0.3898,21.68,0.5851,0.5681,0.4282,0.3058,0.3092,0.494,1.188,0.2623,11.74,107081,67274,0.6283,39807,60324,40106,0.6649,20218,0.3534,Moderate,Moderate,0.3717,0.3350999999999999,0.2537,0.3846,0.1399,3.1215,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.0035152561399383053,0.04007039311578142,-0.06192351166927233,False,0.6628594740903665,False,False,1,Low Coverage,1.9458128864285007,-0.1797788697605445,Increase enrollment drives and improve local service access
D0040,UTT_Dist_40,Uttar Pradesh,0.4844,20.94,0.6105,0.7072,0.571,0.2771,0.2732,0.5567,1.47,0.4246,10.54,116574,86104,0.7386,30470,51499,39542,0.7678,11957,0.2468,Moderate,Low,0.2613999999999999,0.2321999999999999,0.1945,0.5376,0.1362,3.0883,0.6442813333333334,0.6424413333333333,8250549,4592090,0.024635756138970732,0.09189823504974082,0.4339747864769313,False,1.5202150769748735,False,False,3,Medium Coverage,-0.570063358131735,-0.32638280391374,Maintain monitoring and targeted awareness programs
D0041,UTT_Dist_41,Uttar Pradesh,0.2881,52.26,0.6971,0.6134,0.4523,0.2727,0.2345,0.5544,1.438,0.1717,10.51,289727,169864,0.5863,119863,110313,64375,0.5836,45938,0.4151,High,High,0.4136999999999999,0.4164,0.2905,0.3484,0.1611,3.9752,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.036756563320651026,-0.028030371565194945,-0.6474906485008239,False,-0.46368892115928306,False,False,2,Critical Priority,3.247333044220809,0.371184873976879,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0042,UTT_Dist_42,Uttar Pradesh,0.3421,21.34,0.7725,0.572,0.4641,0.3132,0.3602,0.6947,1.484,0.1371,6.43,148224,74847,0.505,73377,69161,38241,0.5529,30920,0.4711,High,High,0.495,0.4471,0.3305,0.3111,0.1079,3.1064,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.060304382470289686,0.015122729896835274,-1.0623007208941757,False,0.2501658707778119,False,False,2,Critical Priority,5.107767337031686,-0.2956028726910589,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0043,UTT_Dist_43,Uttar Pradesh,0.4208,25.25,0.7538,0.5851,0.4276,0.1706,0.3698,0.528,1.309,0.4842,15.7,133311,94625,0.7098,38686,84037,58991,0.702,25046,0.2941,Moderate,Moderate,0.2902,0.298,0.2494,0.5246,0.1575,3.2677,0.6442813333333334,0.6424413333333333,8250549,4592090,0.027103199852357096,0.00938360314929243,0.4774404042002619,False,0.1552270832639499,False,False,1,Low Coverage,0.7472742769880304,0.1620956262797517,Increase enrollment drives and improve local service access
D0044,UTT_Dist_44,Uttar Pradesh,0.3421,100.01,0.5886,0.75,0.6644,0.2264,0.4201,0.4581,1.266,0.2799,12.61,458115,295129,0.6442,162986,378112,225409,0.5961,152703,0.3798,Moderate,High,0.3558,0.4039,0.3809,0.4679,0.0856,4.6152,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.0556014130586302,-0.08139804982568022,-0.9794548713606266,False,-1.3465170741791843,False,False,2,Critical Priority,2.5929069815888584,-0.190611821893096,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0045,UTT_Dist_45,Uttar Pradesh,0.361,32.47,0.7552,0.5865,0.4886,0.2664,0.384,0.6672,1.626,0.1079,16.12,216651,121181,0.5593,95470,112221,56415,0.5027,55806,0.469,High,High,0.4407,0.4972999999999999,0.3521,0.2993,0.0979,3.5106,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.05163578170341976,-0.14013309723680634,-0.9095977088316104,False,-2.3181342610916227,True,False,2,Critical Priority,4.50725736954652,-0.460659710640307,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0046,UTT_Dist_46,Uttar Pradesh,0.4841,12.93,0.5541,0.6172,0.5431,0.2785,0.3752,0.3162,1.757,0.3759,18.11,40874,28233,0.6908,12641,43646,29593,0.678,14053,0.3156,Moderate,Moderate,0.3092,0.3219999999999999,0.2475,0.4724,0.0741,2.634,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.01946426950881819,-0.050658545817321765,-0.34287570295740355,False,-0.8380126678981196,False,False,1,Low Coverage,0.6324084974969679,-1.4288024785767828,Increase enrollment drives and improve local service access
D0047,UTT_Dist_47,Uttar Pradesh,0.4506,31.42,0.7068,0.789,0.5763,0.2998,0.4905,0.5436,1.597,0.2264,16.5,170777,125621,0.7356,45156,138691,93094,0.6712,45597,0.2966,Moderate,Moderate,0.2643999999999999,0.3288,0.2954,0.4514,0.2127,3.4788,0.6442813333333334,0.6424413333333333,8250549,4592090,0.040391614483473504,-0.037289024737032994,0.7115244270177573,False,-0.616849035025389,False,False,1,Low Coverage,0.8220355400460416,2.424332635111467,Increase enrollment drives and improve local service access
D0048,UTT_Dist_48,Uttar Pradesh,0.3658,9.58,0.7991,0.5815,0.4816,0.3633,0.3418,0.8106,0.975,0.2936,16.8,77673,50146,0.6456,27527,29475,18860,0.6399,10615,0.3573,Moderate,Moderate,0.3544,0.3601,0.2579,0.4088,0.0999,2.359,0.6442813333333334,0.6424413333333333,8250549,4592090,0.015259298943211208,-0.018720700820233915,0.26880242535720283,False,-0.309684855460911,False,False,1,Low Coverage,2.3204106874922346,-0.994243970832069,Increase enrollment drives and improve local service access
D0049,UTT_Dist_49,Uttar Pradesh,0.4224,49.97,0.8978,0.5725,0.4029,0.2957,0.3984,0.8045,1.566,0.4148,10.03,401980,232847,0.5793,169133,179162,129472,0.7227,49690,0.349,High,Moderate,0.4206999999999999,0.2773,0.3305,0.4779,0.1696,3.9312,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.03844804772210686,0.11762778513746674,-0.6772872408120438,False,1.9458429461714746,False,False,2,Critical Priority,2.74011900029937,0.7588095794642862,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
